-8.69,7.82
0.32,-7.65
-6.08,8
-0.02,-2.31
2.33,8
-0.32,2.92
3.3,-7.53
-0.63,8.02
4.68,8
1.74,-7.37
7.02,-7.44
1.33,-2.17
10.35,8.04
1,2.92
15.03,-7.23
0.68,8
-15.02,8.07
-2.33,-7.82
-11,-7.61
-2.68,-2.42
-7.13,-7.61
-3.02,2.99
-5.33,-7.58
-3.33,7.89
-3.65,-7.7
-0.96,-7.82
-4.05,-2.56
-1.35,-2.31
-4.39,2.8
-1.68,3.24
-4.68,8.23
-1.98,7.93
